Title,Views,Date,Likes,Duration,Commments,Link
The Blind Smartphone Camera Test 2018!,"3,028,017 views","Dec 3, 2018","128,100 likes",0:20,"18,049",youtube.com/watch?v=_5-bo8a4zU0
"Let's Talk About Tesla ""Killers!""","3,290,886 views","Nov 30, 2018","104,959 likes",0:20,"10,171",youtube.com/watch?v=Mbc_yzB8oAY
2018 Macbook Air Review: No Risk!,"2,805,228 views","Nov 28, 2018","65,298 likes",0:20,"5,732",youtube.com/watch?v=e7sw5xA066Y
My Favorite Wireless Headphones | 2018!,"3,886,173 views","Nov 21, 2018","99,131 likes",0:20,"7,352",youtube.com/watch?v=nuNYtj8keaE
RIP Apollo (for now),"2,721,174 views","Nov 19, 2018","87,288 likes",0:20,"9,448",youtube.com/watch?v=6w6pEXZutoY
iPad Pro Review: The Best Ever... Still an iPad!,"5,398,095 views","Nov 14, 2018","117,954 likes",0:20,"10,000",youtube.com/watch?v=N1e_voQvHYk
iPhone XR Review: No Need to Panic!,"7,637,154 views","Nov 12, 2018","161,050 likes",0:20,"16,195",youtube.com/watch?v=xsiV_-o5488
Let's Talk About the Foldable Smartphone!,"3,015,692 views","Nov 8, 2018","93,623 likes",0:20,"9,878",youtube.com/watch?v=9fyI-SEnNl8
RED Hydrogen One Review: I Wanted this to be Great!,"3,761,810 views","Nov 2, 2018","85,590 likes",0:20,"8,061",youtube.com/watch?v=bNLgikGu4Yw
2019 iPad Pro Impressions: Incredibly Thin!,"4,888,141 views","Oct 30, 2018","113,264 likes",0:20,"12,380",youtube.com/watch?v=Fd7BrGUSxqQ
"OnePlus 6T Review: New Design, Same Price!","7,361,857 views","Oct 29, 2018","143,696 likes",0:20,"15,882",youtube.com/watch?v=_6-XjSvbJsE
My Pixel 3 Display Problem? Ask MKBHD V33!,"1,565,614 views","Oct 24, 2018","51,091 likes",0:20,"5,042",youtube.com/watch?v=uwxxQ9FZXow
RED iPhone XR Unboxing & Giveaway!,"2,415,152 views","Oct 23, 2018","137,624 likes",0:20,"339,547",youtube.com/watch?v=vc1NdYXlaxA
Google Pixel 3 XL Review: The Shadow of the Notch!,"3,892,786 views","Oct 19, 2018","98,845 likes",0:20,"13,860",youtube.com/watch?v=E67Klqw2H-E
Huawei Mate 20 Pro Impressions: Underrated?,"2,660,182 views","Oct 16, 2018","67,036 likes",0:20,"9,245",youtube.com/watch?v=ogdZT9yUVe0
Pixel 3 XL Second Impression: Notch City!,"2,016,108 views","Oct 11, 2018","60,686 likes",0:20,"6,878",youtube.com/watch?v=Lg9N8XAZ6u4
Razer Phone 2 Impressions!,"2,372,659 views","Oct 10, 2018","67,554 likes",0:20,"5,015",youtube.com/watch?v=pIuSElb3Ous
Google Pixel 3 Impressions!,"5,170,046 views","Oct 9, 2018","119,847 likes",0:20,"18,779",youtube.com/watch?v=LRh_iVXulXk
LG V40 Impressions: 5 Cameras on a Phone?!,"1,860,930 views","Oct 3, 2018","52,649 likes",0:20,"5,414",youtube.com/watch?v=aYoGMsImJhw
"iPhone ""Gates"" Explained!","2,735,874 views","Oct 1, 2018","88,776 likes",0:20,"10,506",youtube.com/watch?v=ndphYju6PVM
iPhone Xr Specs Letdown? Ask MKBHD V32!,"1,647,857 views","Sep 26, 2018","55,296 likes",10:33,"6,426",youtube.com/watch?v=sb77YWaEsi8
Apple Watch Series 4 Review: It's About Time!,"5,284,287 views","Sep 20, 2018","99,300 likes",0:20,"7,740",youtube.com/watch?v=naIaW4pk_-o
Apple iPhone Xs Review: A (S)mall Step Up!,"7,062,023 views","Sep 18, 2018","139,840 likes",0:20,"12,899",youtube.com/watch?v=YAF9BWpzwvI
Gold iPhone Xs Max Unboxing!,"4,976,914 views","Sep 18, 2018","98,439 likes",0:20,"7,892",youtube.com/watch?v=zHOr6Ej_jd4
iPhone XR Impressions: All of the Colors!,"4,431,020 views","Sep 13, 2018","83,274 likes",0:20,"13,065",youtube.com/watch?v=mgOQgciWLlg
iPhone Xs and iPhone Xs Max Impressions!,"3,155,139 views","Sep 12, 2018","76,026 likes",0:20,"9,967",youtube.com/watch?v=GSWOs4_etoE
The Truth About the Pocophone F1!,"5,581,065 views","Sep 10, 2018","131,203 likes",0:20,"12,366",youtube.com/watch?v=ZVoaNzRo0uo
Living with a Supercar! [Auto Focus Ep 3],"2,693,577 views","Sep 5, 2018","76,858 likes",0:20,"5,891",youtube.com/watch?v=iCvlOrK_mag
RED Hydrogen One Unboxing! (Houdini Edition),"2,684,761 views","Aug 31, 2018","64,774 likes",0:20,"5,330",youtube.com/watch?v=QPcagFrOnLE
What's in my Tech Bag! [2018],"3,852,189 views","Aug 27, 2018","100,539 likes",0:20,"4,065",youtube.com/watch?v=T8stUe9Vo74
Is the Pocophone F1 Phone Legit? Matte Black AirPods? Ask MKBHD V31!,"2,017,279 views","Aug 24, 2018","57,293 likes",0:20,"3,249",youtube.com/watch?v=wIaowvCQG1M
Samsung Galaxy Note 9 Review: The Total Package!,"5,229,035 views","Aug 22, 2018","109,196 likes",0:20,"12,026",youtube.com/watch?v=ihEhAbVRC78
Tesla Factory Tour with Elon Musk!,"13,401,942 views","Aug 20, 2018","391,474 likes",0:20,"19,384",youtube.com/watch?v=mr9kK0_7x08
Talking Tech with Elon Musk!,"14,229,066 views","Aug 17, 2018","531,345 likes",0:20,"27,850",youtube.com/watch?v=MevKTPN4ozw
Samsung Galaxy Note 9 Impressions: Underrated!,"3,556,468 views","Aug 9, 2018","110,187 likes",0:20,"15,705",youtube.com/watch?v=9AxYQOX5_FM
The 2019 iPhone X Models!,"3,850,518 views","Aug 7, 2018","73,425 likes",0:20,"7,897",youtube.com/watch?v=0sXvuUrJa0o
Prime Picks! - The #1 Headphones on Amazon!,"2,398,749 views","Aug 3, 2018","57,258 likes",0:20,"5,445",youtube.com/watch?v=oOaQVvNK4EU
Why I Don't Use the Pixel!,"4,471,490 views","Aug 1, 2018","112,158 likes",0:20,"15,702",youtube.com/watch?v=5_5zZnuB71w
Asus ROG Phone Impressions!,"3,797,298 views","Jul 25, 2018","98,339 likes",0:20,"9,762",youtube.com/watch?v=JF-Fkbm0XjU
i9 Macbook Pro 2018: Hottest Laptop on the Planet!,"3,066,341 views","Jul 20, 2018","73,337 likes",0:20,"7,429",youtube.com/watch?v=cVCRAKDt21E
Naming the new iPhone X? Ask MKBHD V30!,"1,303,176 views","Jul 16, 2018","45,078 likes",0:20,"5,581",youtube.com/watch?v=nIs8xAr_nIo
Prime Picks! - The #1 Unlocked Smartphone on Amazon!,"1,978,057 views","Jul 13, 2018","59,578 likes",0:20,"9,049",youtube.com/watch?v=fwijCB6cH-0
The Truth About Colored Smartphones!,"2,100,588 views","Jul 5, 2018","69,055 likes",0:20,"4,152",youtube.com/watch?v=fJ_PNOXycwg
Dear YouTube!,"1,415,816 views","Jun 29, 2018","79,743 likes",0:20,"4,177",youtube.com/watch?v=E5jxF9uMgKo
$2400 Headphones? Sennheiser HD 820!,"2,984,714 views","Jun 27, 2018","88,866 likes",0:20,"6,663",youtube.com/watch?v=r6axJnv3jpQ
Hot Ones is The Real Deal! Ask MKBHD V29!,"839,495 views","Jun 25, 2018","32,775 likes",0:20,"3,270",youtube.com/watch?v=i7FtVfokRYU
Oppo Find X: Motorized Madness!,"6,177,272 views","Jun 22, 2018","90,272 likes",0:20,"6,922",youtube.com/watch?v=GRSfvePdhPA
On IGTV and YouTube Competition!,"1,154,176 views","Jun 20, 2018","54,288 likes",0:20,"4,026",youtube.com/watch?v=sWeeGAj61dA
Let's Talk About Smartphone Chins!,"1,941,783 views","Jun 19, 2018","72,284 likes",0:20,"6,257",youtube.com/watch?v=ThkMi9fkdEc
Vivo NEX S Impressions: Truly Bezelless?,"2,677,922 views","Jun 15, 2018","62,540 likes",0:20,"6,442",youtube.com/watch?v=0NX9RjQClvg
HTC U12+ Review: A Phone With No Buttons!,"1,712,488 views","Jun 12, 2018","46,021 likes",0:20,"4,281",youtube.com/watch?v=9gkxwIZPOZk
Top 5 iOS 12 Features!,"3,775,350 views","Jun 7, 2018","76,232 likes",0:20,"4,005",youtube.com/watch?v=RROs-zCrSko
Top 5 WWDC 2018 Announcements!,"1,256,516 views","Jun 5, 2018","59,502 likes",0:20,"3,857",youtube.com/watch?v=nt9J_PynaOM
Driving Lamborghini Aventador S! [Auto Focus Ep. 2],"2,475,814 views","Jun 1, 2018","81,819 likes",0:20,"4,861",youtube.com/watch?v=HxVLdhm2B6Y
OnePlus 6 Review: Right On the Money!,"21,826,363 views","May 25, 2018","111,404 likes",0:20,"9,493",youtube.com/watch?v=0PrUr3bQdwM
Top 5 Smartphone Cameras: The Blind Test! [2018],"2,162,952 views","May 21, 2018","63,172 likes",0:20,"24,747",youtube.com/watch?v=oD_3wMh5kLg
OnePlus 6 Impressions!,"3,163,108 views","May 16, 2018","82,610 likes",0:20,"7,009",youtube.com/watch?v=F0rYqvRk9r8
In-Glass Fingerprint Sensor: Testing the limits!,"2,022,676 views","May 14, 2018","63,013 likes",0:20,"4,908",youtube.com/watch?v=bSl9PfRX7WY
Google Pixel 2 Revisited: Android P Beta!,"1,972,325 views","May 11, 2018","65,202 likes",0:20,"4,195",youtube.com/watch?v=XU69_u7eXa0
Let's Talk About Google Duplex!,"2,756,692 views","May 9, 2018","108,100 likes",0:20,"13,942",youtube.com/watch?v=USXoINPEhoA
The Dream Camera? Ask MKBHD V28 with Peter McKinnon!,"1,503,115 views","May 7, 2018","48,512 likes",0:20,"2,344",youtube.com/watch?v=SGiOZnUQlEU
LG G7 ThinQ Impressions!,"2,683,540 views","May 2, 2018","58,030 likes",0:20,"6,605",youtube.com/watch?v=hvFbmImsCc4
iPhone X Revisited: Still Worth $1000?!,"5,502,540 views","Apr 27, 2018","102,077 likes",0:20,"12,883",youtube.com/watch?v=OJfOsoUYPts
Huawei P20 Pro Review: The Triple Camera Smartphone!,"4,544,584 views","Apr 23, 2018","77,067 likes",0:20,"6,400",youtube.com/watch?v=TQG7m1BFeRc
$750 Mini Boosted Board Impressions!,"1,513,380 views","Apr 17, 2018","49,994 likes",0:20,"2,283",youtube.com/watch?v=Er-hGFBcosc
Thank You!,"954,086 views","Apr 16, 2018","82,955 likes",0:20,"5,943",youtube.com/watch?v=TKGA7MhxPWc
Pixel 3 Rumors? Ask MKBHD V27!,"1,357,447 views","Apr 13, 2018","48,137 likes",0:20,"3,123",youtube.com/watch?v=MtUxFCicxuM
Product RED iPhone 8 Unboxing!,"2,652,477 views","Apr 10, 2018","63,269 likes",0:20,"4,211",youtube.com/watch?v=4O9dNuiOWDg
Dope Tech: Camera Robots!,"5,790,645 views","Apr 3, 2018","231,768 likes",0:20,"12,312",youtube.com/watch?v=UIwdCN4dV6w
Bixby Speaker Impressions!,"1,785,001 views","Apr 1, 2018","133,081 likes",0:20,"13,830",youtube.com/watch?v=rsJlT53jU_4
I've Made 1000 Videos?! Ask MKBHD V26!,"843,894 views","Mar 29, 2018","48,063 likes",0:20,"3,430",youtube.com/watch?v=Xyt9rmsxwDU
Samsung Galaxy S9 Review: The Perfect... Samsung!,"8,928,129 views","Mar 19, 2018","147,068 likes",0:20,"14,368",youtube.com/watch?v=Gzy_nCkn88U
Top 5 Android Pie Features!,"2,048,891 views","Mar 16, 2018","57,150 likes",0:20,"6,947",youtube.com/watch?v=6AlzUeJ9zn0
The State of Bezels! (2018),"1,928,861 views","Mar 13, 2018","68,619 likes",0:20,"6,698",youtube.com/watch?v=xIvaQ1Hv2Ug
Talking Tech with Neil deGrasse Tyson!,"2,085,482 views","Mar 9, 2018","119,534 likes",0:20,"7,415",youtube.com/watch?v=pqQrL1K0Z5g
The 🍎 Ecosystem: Explained!,"6,958,727 views","Mar 7, 2018","242,165 likes",0:20,"21,671",youtube.com/watch?v=KB4_WIPE7vo
18-core iMac Pro Review: Not a Trap!,"2,329,519 views","Mar 2, 2018","59,777 likes",0:20,"5,557",youtube.com/watch?v=jn9mHzXJIV0
Samsung Galaxy S9 Camera: What's New!,"1,614,717 views","Feb 28, 2018","49,755 likes",0:20,"3,587",youtube.com/watch?v=ZzefeQ0v5wg
Samsung Galaxy S9 Impressions!,"4,131,212 views","Feb 25, 2018","117,838 likes",0:20,"12,875",youtube.com/watch?v=J83sZrz9XTc
Creator of the Decade? Tech Backpack? Ask MKBHD V25!,"882,251 views","Feb 22, 2018","40,582 likes",8:59,"2,134",youtube.com/watch?v=DC-QGkKrxdM
The In-Glass Fingerprint Reader: Explained!,"2,314,330 views","Feb 20, 2018","84,558 likes",0:20,"5,582",youtube.com/watch?v=dRtqFjYYUY0
Apple HomePod Review: The Dumbest Smart Speaker?,"4,409,392 views","Feb 16, 2018","99,016 likes",0:20,"7,622",youtube.com/watch?v=mpjREfvZiDs
MKBHD Merch Review 2018!,"745,123 views","Feb 13, 2018","46,866 likes",0:20,"6,562",youtube.com/watch?v=jmvacbha8e8
Dear Snapchat!,"2,629,880 views","Feb 8, 2018","120,647 likes",0:20,"8,700",youtube.com/watch?v=C-DfipidnOE
What's On My Phone: 2018!,"2,708,124 views","Feb 5, 2018","65,694 likes",0:20,"5,597",youtube.com/watch?v=FjsQkOt553Q
Huawei Mate 10 Pro: The Real Deal?,"2,270,176 views","Feb 3, 2018","51,799 likes",0:20,"6,023",youtube.com/watch?v=sVdIWxa4dpA
Driving a Tesla Model 3! [Auto Focus Ep. 1],"3,083,189 views","Jan 30, 2018","124,021 likes",0:20,"5,311",youtube.com/watch?v=9O5PhuW927w
Free Tesla Roadster? Ask MKBHD V24!,"1,043,399 views","Jan 23, 2018","47,663 likes",0:20,"2,740",youtube.com/watch?v=6joCzIxiUaE
AirPods for Android?!,"4,030,610 views","Jan 18, 2018","118,573 likes",0:20,"10,381",youtube.com/watch?v=A4EKZRlpcIM
Dope Tech of CES 2018! [Part 2],"1,649,954 views","Jan 13, 2018","54,636 likes",0:20,"2,236",youtube.com/watch?v=9GqohosViw4
Dope Tech of CES 2018! [Part 1],"1,652,847 views","Jan 10, 2018","58,987 likes",0:20,"1,949",youtube.com/watch?v=-IqpbDJFbZA
iMac Pro Setup Tour 2018!,"1,628,080 views","Jan 4, 2018","64,513 likes",0:20,"3,774",youtube.com/watch?v=6UR_H5XJkeM
New Year New MKBHD!,"1,173,718 views","Jan 2, 2018","85,550 likes",0:20,"4,275",youtube.com/watch?v=Js3WIRF595U
Apple Admits Slowing Down Old iPhones? Ask MKBHD V23!,"1,933,138 views","Dec 23, 2017","98,349 likes",0:20,"7,667",youtube.com/watch?v=fL30bWrGrfE
Smartphone Awards 2017!,"4,179,350 views","Dec 19, 2017","142,556 likes",0:20,"17,958",youtube.com/watch?v=aMQbRpxgFvs
Google Home Max Review: $400 Smart Speaker?,"3,436,091 views","Dec 14, 2017","79,861 likes",0:20,"4,220",youtube.com/watch?v=ZWuPwcwl214
iMac Pro: 1 Week Impressions!,"2,368,544 views","Dec 12, 2017","90,830 likes",0:20,"7,490",youtube.com/watch?v=h-h5Mhlt6O0
Portrait Mode: Explained!,"3,144,472 views","Dec 6, 2017","93,271 likes",0:20,"6,075",youtube.com/watch?v=xhybjeRciYg
5 New Phone Updates + Giveaway Update!,"911,041 views","Streamed live on Nov 29, 2017","36,140 likes",0:20,"5,638",youtube.com/watch?v=49-rK7SAfQk
The $1000 Smartphone Giveaway!,"1,641,292 views","Nov 27, 2017","152,587 likes",0:20,"40,391",youtube.com/watch?v=Wzvr_rtI82w
Tesla Roadster Flaw? iPhone XI? Ask MKBHD V22!,"1,073,727 views","Nov 23, 2017","43,532 likes",0:20,"2,521",youtube.com/watch?v=ELo58FBl3R8
Razer Phone Review: The Real Deal!,"2,250,435 views","Nov 21, 2017","65,364 likes",0:20,"5,575",youtube.com/watch?v=4L-BPQVZYXM
Let's Talk About Tesla Roadster 2020!,"7,353,007 views","Nov 17, 2017","161,287 likes",0:20,"13,980",youtube.com/watch?v=ctx4YBEdOxo
Top 5 OnePlus 5T Features!,"4,085,716 views","Nov 16, 2017","87,989 likes",0:20,"6,722",youtube.com/watch?v=Lxet1zLBTM8
Apple iPhone X Review: The Best Yet!,"7,511,824 views","Nov 14, 2017","163,067 likes",0:20,"15,714",youtube.com/watch?v=9Ca8zWJOlFQ
Google Pixelbook: $1000 of Weird!,"3,478,802 views","Nov 9, 2017","78,122 likes",0:20,"6,688",youtube.com/watch?v=Ja_GMU7-sjs
iPhone X vs iPhone 8: Worth the Skip?,"3,570,941 views","Nov 4, 2017","76,950 likes",0:20,"5,975",youtube.com/watch?v=AL_GHdjQ7-Y
Space Gray Tesla Model S Wrap!,"1,596,707 views","Nov 2, 2017","60,384 likes",0:20,"4,203",youtube.com/watch?v=NwN_uIWpNOQ
Razer Phone Impressions! 120Hz!,"3,545,681 views","Nov 1, 2017","111,098 likes",0:20,"9,992",youtube.com/watch?v=LzC_kkbFTHQ
Apple iPhone X Unboxing!,"17,324,220 views","Oct 31, 2017","295,967 likes",0:20,"23,880",youtube.com/watch?v=l0DoQYGZt8M
Spooky LIVE Q&A,"401,442 views","Streamed live on Oct 26, 2017","10,392 likes",0:20,817,youtube.com/watch?v=c4guh00dOaQ
Google Pixel 2 Review: This Thing is Smart!,"6,986,153 views","Oct 23, 2017","132,789 likes",0:20,"11,418",youtube.com/watch?v=KvNis_A6UaI
Demonetized Tech Videos? Ask MKBHD V21!,"1,172,371 views","Oct 18, 2017","44,463 likes",0:20,"2,351",youtube.com/watch?v=ilyTQSn2zRo
Google Pixel 2 Unboxing! (Best Android 8.0 Features),"2,599,986 views","Oct 17, 2017","74,534 likes",0:20,"4,849",youtube.com/watch?v=a-9IZz8Ry5I
DxOMark Smartphone Ratings: Explained!,"1,557,989 views","Oct 12, 2017","80,923 likes",0:20,"5,054",youtube.com/watch?v=PgeJ0XYuI2E
Google Home Mini Review: Smart Home for $49?,"3,909,360 views","Oct 9, 2017","80,249 likes",0:20,"4,902",youtube.com/watch?v=wd9-VP2LzM8
Google Pixel 2 Impressions!,"3,800,915 views","Oct 4, 2017","82,110 likes",0:20,"10,272",youtube.com/watch?v=2iObySa91b0
iPhone 8 Review: Skip this Great Phone!,"5,087,825 views","Sep 29, 2017","103,995 likes",0:20,"9,046",youtube.com/watch?v=ld5H2L4j6LE
iPhone X vs iPhone 8? Ask MKBHD V20!,"1,812,168 views","Sep 26, 2017","44,985 likes",0:20,"2,912",youtube.com/watch?v=xig77hiUHig
"LG 77"" Wallpaper TV Unboxing [LIVE]","3,569,435 views","Streamed live on Sep 25, 2017","35,819 likes",0:20,"2,818",youtube.com/watch?v=TxNSSlk__x4
iPhone 8 Unboxing: Silver vs Gold!,"2,760,180 views","Sep 21, 2017","53,440 likes",0:20,"4,349",youtube.com/watch?v=H1KRDYZIOaw
Samsung Galaxy Note 8 Review: A $1000 Android!,"3,414,701 views","Sep 20, 2017","80,982 likes",0:20,"8,275",youtube.com/watch?v=wQD1JvJZXdI
"The Road to 5,000,000! [LIVE]","996,426 views","Streamed live on Sep 15, 2017","42,532 likes",0:20,"3,961",youtube.com/watch?v=Q07Cp6tswnQ
iPhone X: Top 5 Questions Answered!,"2,222,333 views","Sep 14, 2017","71,118 likes",0:20,"6,284",youtube.com/watch?v=m__4JVtUTCk
iPhone X Impressions & Hands On!,"7,432,451 views","Sep 12, 2017","141,925 likes",0:20,"18,325",youtube.com/watch?v=_HTXMhKWqnA
Xiaomi Mi Mix 2: The Bezel-less Sequel!,"2,602,055 views","Sep 11, 2017","56,848 likes",0:20,"4,679",youtube.com/watch?v=iOnNXJs6FUU
LG V30: Top 5 Features!,"3,092,316 views","Sep 1, 2017","68,970 likes",0:20,"7,486",youtube.com/watch?v=Ca8F3_olFvA
The Essential Phone Review: Save Your Money!,"3,402,001 views","Aug 30, 2017","77,119 likes",0:20,"5,945",youtube.com/watch?v=ftqaMBDj2oY
2017 vs Smartphone Bezels!,"1,174,336 views","Aug 28, 2017","38,403 likes",0:20,"2,460",youtube.com/watch?v=UeoeaDvhGvQ
Samsung Galaxy Note 8 Impressions!,"2,441,813 views","Aug 23, 2017","64,084 likes",0:20,"6,879",youtube.com/watch?v=XOoCGWk3y0s
Essential Phone Impressions!,"1,725,513 views","Aug 22, 2017","53,510 likes",0:20,"4,862",youtube.com/watch?v=-_WbmSxZnB8
USB-C All The Things! (Pt 2),"1,505,298 views","Aug 16, 2017","47,630 likes",0:20,"3,015",youtube.com/watch?v=hQZp6lp-3as
Snakes in the Studio? Ask MKBHD V19!,"1,001,145 views","Aug 10, 2017","44,510 likes",0:20,"2,648",youtube.com/watch?v=sdw_jquVZe0
The iPhone 8 Model!,"5,998,244 views","Aug 7, 2017","76,070 likes",0:20,"11,881",youtube.com/watch?v=r7ygnDKpFRE
The Voice Assistant Battle! (2017),"6,290,429 views","Aug 4, 2017","132,850 likes",0:20,"19,026",youtube.com/watch?v=BkpAro4zIwU
RED Hydrogen Prototype Hands-On!,"5,227,714 views","Aug 2, 2017","107,864 likes",0:20,"6,787",youtube.com/watch?v=tQzqFbwWPSk
The RED Raven Camera Kit: It's Back!,"867,265 views","Aug 1, 2017","29,935 likes",0:20,"1,756",youtube.com/watch?v=ywk2-xx0LP0
Tesla Model 3 Impressions!,"4,131,788 views","Jul 31, 2017","88,245 likes",0:20,"7,466",youtube.com/watch?v=MgzwBW_LPdE
Siri vs the Ads: Does It Hold Up?,"4,237,887 views","Jul 24, 2017","118,813 likes",0:20,"5,125",youtube.com/watch?v=QnmpkMz69ZE
Galaxy Note... Fan Edition? Ask MKBHD V18!,"1,702,420 views","Jul 18, 2017","47,275 likes",0:20,"6,540",youtube.com/watch?v=ZNAxkJL5OKU
Nest Cam IQ: Security Camera + 4k Sensor?,"811,294 views","Jul 15, 2017","26,443 likes",0:20,"1,664",youtube.com/watch?v=ygMHYJEtk2c
Google Pixel 2 Rumor Roundup!,"1,248,406 views","Jul 13, 2017","34,451 likes",0:20,"3,644",youtube.com/watch?v=l5nv86zjPro
RED Hydrogen One Smartphone: Explained!,"2,097,854 views","Jul 10, 2017","52,506 likes",0:20,"3,093",youtube.com/watch?v=uxxEjI27dwg
iPhone 8 Rumor Roundup!,"1,692,213 views","Jul 3, 2017","45,439 likes",0:20,"5,935",youtube.com/watch?v=Wp-SqWal3VQ
HTC U11: The Squeeze Phone?!,"2,039,145 views","Jun 30, 2017","40,825 likes",0:20,"4,421",youtube.com/watch?v=W-YQr2HhORc
"Dope Tech: ""Shot on Smartphones!""","4,894,214 views","Jun 28, 2017","114,303 likes",0:20,"2,896",youtube.com/watch?v=OkPter7MC1I
Starting a Vlog? OnePlus Cheating? Ask MKBHD V17!,"994,580 views","Jun 23, 2017","40,893 likes",0:20,"3,560",youtube.com/watch?v=2BQ1rCqG19Y
OnePlus 5 Review!,"6,327,361 views","Jun 20, 2017","106,602 likes",0:20,"11,500",youtube.com/watch?v=2w5B1Ne-fy4
"iPad Pro 2017 (10.5"") Review!","3,887,711 views","Jun 15, 2017","73,293 likes",0:20,"5,491",youtube.com/watch?v=3Dl8wLo1W6E
Adding 140 TERABYTES to the Studio with Linus!,"4,409,269 views","Jun 13, 2017","125,838 likes",0:20,"5,810",youtube.com/watch?v=z3X49SYvbo0
Top 5 iOS 11 Features!,"3,562,771 views","Jun 9, 2017","77,632 likes",0:20,"6,077",youtube.com/watch?v=lENFECCD4ms
iMac Pro: Is It A Trap?,"1,799,339 views","Jun 8, 2017","46,627 likes",0:20,"5,468",youtube.com/watch?v=RvXmktAurSQ
Top 5 WWDC 2017 Announcements!,"1,121,101 views","Jun 6, 2017","45,685 likes",0:20,"4,145",youtube.com/watch?v=dbWGjcHz9xA
Tesla Project Loveday Contest Entry!,"1,291,761 views","Jun 2, 2017","67,008 likes",0:20,"3,265",youtube.com/watch?v=oSnoYEzZnUg
Dear Twitter!,"873,077 views","May 26, 2017","40,426 likes",0:20,"2,729",youtube.com/watch?v=A9ZvwOsLplU
$500 Drone vs $3000 Drone - DJI Spark vs Inspire 1!,"1,656,011 views","May 24, 2017","46,240 likes",0:20,"2,079",youtube.com/watch?v=ZPY7dIz0GBI
iPhone 8 With No Ports? Ask MKBHD V16!,"1,215,332 views","May 22, 2017","42,575 likes",0:20,"2,857",youtube.com/watch?v=VEVWRGC0OJA
Top 5 Google I/O 2017 Recap!,"1,260,782 views","May 18, 2017","46,868 likes",0:20,"3,736",youtube.com/watch?v=JBjCH8nRBYE
The Dell 8K Monitor: Gaming in 8K?,"2,700,755 views","May 15, 2017","67,744 likes",0:20,"5,828",youtube.com/watch?v=BfOLimMAhrs
Blackberry KEYOne: 2017 Comeback?,"1,411,005 views","May 10, 2017","44,917 likes",0:20,"4,220",youtube.com/watch?v=6lCQqpvdgLQ
Galaxy S8 vs LG G6: MrMobile vs MKBHD!,"2,029,379 views","May 5, 2017","60,565 likes",0:20,"6,195",youtube.com/watch?v=CnTuumKNvrI
Dope Tech: The 4K OLED Wallpaper TV!,"3,535,766 views","May 1, 2017","83,949 likes",0:20,"4,422",youtube.com/watch?v=DFKFnkP_sLQ
Top 5 Android O Features!,"1,728,546 views","Apr 27, 2017","48,048 likes",0:20,"6,949",youtube.com/watch?v=qfy6Bbro8GI
Top 5 Smartphone Cameras: The Blind Test!,"1,999,741 views","Apr 25, 2017","60,383 likes",0:20,"26,363",youtube.com/watch?v=DtmGMcMeEJE
Samsung Galaxy S8 Review: The Ultimate Smartphone?,"5,327,226 views","Apr 18, 2017","111,279 likes",0:20,"12,190",youtube.com/watch?v=nNlTNE1y9DM
Bluetooth 5.0: Explained!,"2,728,199 views","Apr 18, 2017","70,997 likes",0:20,"3,882",youtube.com/watch?v=0n1x-wxESaM
iPhone 8 Wishlist? Ask MKBHD V15!,"1,074,829 views","Apr 13, 2017","39,382 likes",0:20,"3,271",youtube.com/watch?v=n_SDw2LQ9N8
Moto G5 Plus: Budget Smartphone King?,"2,115,427 views","Apr 10, 2017","46,266 likes",0:20,"5,394",youtube.com/watch?v=4DlNrCZFNGo
Dear Samsung!,"3,636,464 views","Apr 5, 2017","135,830 likes",0:20,"14,708",youtube.com/watch?v=xfG15i_uQvc
Nokia 3310 Review: The Perfect Smartphone?!,"2,938,605 views","Apr 1, 2017","151,398 likes",0:20,"10,781",youtube.com/watch?v=Lm0QkWqMqHQ
Samsung Galaxy S8 Impressions!,"6,690,328 views","Mar 29, 2017","125,628 likes",0:20,"13,808",youtube.com/watch?v=Fz-6MdlPY1M
Casey Neistat Studio Tour!,"6,264,533 views","Mar 24, 2017","212,989 likes",0:20,"7,292",youtube.com/watch?v=mJY-HhPcFhQ
The Matte Black OnePlus 3T!,"1,225,710 views","Mar 22, 2017","38,509 likes",0:20,"2,934",youtube.com/watch?v=zOMGY22XQs8
New RED iPhone 7 Unboxing!,"4,123,172 views","Mar 21, 2017","79,185 likes",0:20,"7,084",youtube.com/watch?v=VDsjYTMyh94
HTC U Ultra Rant: Skip this One!,"2,341,015 views","Mar 16, 2017","69,797 likes",0:20,"9,194",youtube.com/watch?v=Nq2Kum-eG8g
Who are the Sponsors? Ask MKBHD V14!,"983,106 views","Mar 13, 2017","37,738 likes",0:20,"1,760",youtube.com/watch?v=9VbD649W8EY
Inside Lucid Air: The Future of Luxury?,"4,422,136 views","Mar 9, 2017","105,963 likes",0:20,"7,042",youtube.com/watch?v=jbXEWi-OK4o
The Colored AirPods Apple Should Have Made!,"1,148,496 views","Mar 3, 2017","42,169 likes",0:20,"2,571",youtube.com/watch?v=g-WWzf3wUik
Dear Apple! (2017),"2,301,415 views","Mar 1, 2017","77,172 likes",0:20,"8,478",youtube.com/watch?v=HRgtHE9_3KU
Top 5 LG G6 Features!,"2,287,168 views","Feb 27, 2017","49,956 likes",0:20,"5,246",youtube.com/watch?v=X0ggW9mA22k
